"Ctry_code"|"reg_code"|"reg_tl3"|"reg_tl3_label"
"US"|"US28023"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28025"|"US171"|"Tupelo - Ms"
"US"|"US28027"|"US105"|"Memphis - Tn-Ms-Ar"
"US"|"US28029"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28031"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28033"|"US105"|"Memphis - Tn-Ms-Ar"
"US"|"US28035"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28037"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28039"|"US069"|"Gulfport-Biloxi-Pascagoula - Ms"
"US"|"US28041"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28043"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28045"|"US069"|"Gulfport-Biloxi-Pascagoula - Ms"
"US"|"US28047"|"US069"|"Gulfport-Biloxi-Pascagoula - Ms"
"US"|"US28049"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28051"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28053"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28055"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28057"|"US171"|"Tupelo - Ms"
"US"|"US28059"|"US069"|"Gulfport-Biloxi-Pascagoula - Ms"
"US"|"US28061"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28063"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28065"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28067"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28069"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28071"|"US105"|"Memphis - Tn-Ms-Ar"
"US"|"US28073"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28075"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28077"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28079"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28081"|"US171"|"Tupelo - Ms"
"US"|"US28083"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28085"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28087"|"US171"|"Tupelo - Ms"
"US"|"US28089"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28091"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28093"|"US105"|"Memphis - Tn-Ms-Ar"
"US"|"US28095"|"US171"|"Tupelo - Ms"
"US"|"US28097"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28099"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28101"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28103"|"US171"|"Tupelo - Ms"
"US"|"US28105"|"US171"|"Tupelo - Ms"
"US"|"US28107"|"US105"|"Memphis - Tn-Ms-Ar"
"US"|"US28109"|"US117"|"New Orleans-Metairie-Bogalusa - La"
"US"|"US28111"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28113"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28115"|"US171"|"Tupelo - Ms"
"US"|"US28117"|"US171"|"Tupelo - Ms"
"US"|"US28119"|"US105"|"Memphis - Tn-Ms-Ar"
"US"|"US28121"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28123"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28125"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28127"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28129"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28131"|"US069"|"Gulfport-Biloxi-Pascagoula - Ms"
"US"|"US28133"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28135"|"US105"|"Memphis - Tn-Ms-Ar"
"US"|"US28137"|"US105"|"Memphis - Tn-Ms-Ar"
"US"|"US28139"|"US171"|"Tupelo - Ms"
"US"|"US28141"|"US171"|"Tupelo - Ms"
"US"|"US28143"|"US105"|"Memphis - Tn-Ms-Ar"
"US"|"US28145"|"US171"|"Tupelo - Ms"
"US"|"US28147"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28149"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28151"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28153"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28155"|"US171"|"Tupelo - Ms"
"US"|"US28157"|"US015"|"Baton Rouge-Pierre Part - La"
"US"|"US28159"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US28161"|"US105"|"Memphis - Tn-Ms-Ar"
"US"|"US28163"|"US080"|"Jackson-Yazoo City - Ms"
"US"|"US29001"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29003"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29005"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US29007"|"US037"|"Columbia - Mo"
"US"|"US29009"|"US159"|"Springfield - Mo"
"US"|"US29011"|"US083"|"Joplin - Mo"
"US"|"US29013"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29015"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29017"|"US025"|"Cape Girardeau-Jackson - Mo-Il"
"US"|"US29019"|"US037"|"Columbia - Mo"
"US"|"US29021"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29023"|"US025"|"Cape Girardeau-Jackson - Mo-Il"
"US"|"US29025"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29027"|"US037"|"Columbia - Mo"
"US"|"US29029"|"US037"|"Columbia - Mo"
"US"|"US29031"|"US025"|"Cape Girardeau-Jackson - Mo-Il"
"US"|"US29033"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29035"|"US025"|"Cape Girardeau-Jackson - Mo-Il"
"US"|"US29037"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29039"|"US083"|"Joplin - Mo"
"US"|"US29041"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29043"|"US159"|"Springfield - Mo"
"US"|"US29045"|"US126"|"Peoria-Canton - Il"
"US"|"US29047"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29049"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29051"|"US037"|"Columbia - Mo"
"US"|"US29053"|"US037"|"Columbia - Mo"
"US"|"US29055"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29057"|"US159"|"Springfield - Mo"
"US"|"US29059"|"US159"|"Springfield - Mo"
"US"|"US29061"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29063"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29065"|"US159"|"Springfield - Mo"
"US"|"US29067"|"US159"|"Springfield - Mo"
"US"|"US29069"|"US082"|"Jonesboro - Ar"
"US"|"US29071"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29073"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29075"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29077"|"US159"|"Springfield - Mo"
"US"|"US29079"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29081"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29083"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29085"|"US159"|"Springfield - Mo"
"US"|"US29087"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29089"|"US037"|"Columbia - Mo"
"US"|"US29091"|"US159"|"Springfield - Mo"
"US"|"US29093"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29095"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29097"|"US083"|"Joplin - Mo"
"US"|"US29099"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29101"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29103"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29105"|"US159"|"Springfield - Mo"
"US"|"US29107"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29109"|"US159"|"Springfield - Mo"
"US"|"US29111"|"US158"|"Springfield - Il"
"US"|"US29113"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29115"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29117"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29119"|"US057"|"Fayetteville-Springdale-Rogers - Ar-Mo"
"US"|"US29121"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29123"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29125"|"US037"|"Columbia - Mo"
"US"|"US29127"|"US158"|"Springfield - Il"
"US"|"US29129"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29131"|"US037"|"Columbia - Mo"
"US"|"US29133"|"US025"|"Cape Girardeau-Jackson - Mo-Il"
"US"|"US29135"|"US037"|"Columbia - Mo"
"US"|"US29137"|"US037"|"Columbia - Mo"
"US"|"US29139"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29141"|"US037"|"Columbia - Mo"
"US"|"US29143"|"US025"|"Cape Girardeau-Jackson - Mo-Il"
"US"|"US29145"|"US083"|"Joplin - Mo"
"US"|"US29147"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29149"|"US159"|"Springfield - Mo"
"US"|"US29151"|"US037"|"Columbia - Mo"
"US"|"US29153"|"US159"|"Springfield - Mo"
"US"|"US29155"|"US082"|"Jonesboro - Ar"
"US"|"US29157"|"US025"|"Cape Girardeau-Jackson - Mo-Il"
"US"|"US29159"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29161"|"US159"|"Springfield - Mo"
"US"|"US29163"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29165"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29167"|"US159"|"Springfield - Mo"
"US"|"US29169"|"US159"|"Springfield - Mo"
"US"|"US29171"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29173"|"US158"|"Springfield - Il"
"US"|"US29175"|"US037"|"Columbia - Mo"
"US"|"US29177"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29179"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29181"|"US025"|"Cape Girardeau-Jackson - Mo-Il"
"US"|"US29183"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29185"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29186"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29187"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29189"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29195"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29197"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29199"|"US126"|"Peoria-Canton - Il"
"US"|"US29201"|"US025"|"Cape Girardeau-Jackson - Mo-Il"
"US"|"US29203"|"US159"|"Springfield - Mo"
"US"|"US29205"|"US037"|"Columbia - Mo"
"US"|"US29207"|"US025"|"Cape Girardeau-Jackson - Mo-Il"
"US"|"US29209"|"US159"|"Springfield - Mo"
"US"|"US29211"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29213"|"US159"|"Springfield - Mo"
"US"|"US29215"|"US159"|"Springfield - Mo"
"US"|"US29217"|"US083"|"Joplin - Mo"
"US"|"US29219"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29221"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US29223"|"US025"|"Cape Girardeau-Jackson - Mo-Il"
"US"|"US29225"|"US159"|"Springfield - Mo"
"US"|"US29227"|"US084"|"Kansas City-Overland Park-Kansas City - Mo-Ks"
"US"|"US29229"|"US159"|"Springfield - Mo"
"US"|"US29510"|"US160"|"St. Louis-St. Charles-Farmington - Mo-Il"
"US"|"US30001"|"US073"|"Helena - Mt"
"US"|"US30003"|"US018"|"Billings - Mt"
"US"|"US30005"|"US065"|"Great Falls - Mt"
"US"|"US30007"|"US073"|"Helena - Mt"
"US"|"US30009"|"US018"|"Billings - Mt"
"US"|"US30011"|"US018"|"Billings - Mt"
"US"|"US30013"|"US065"|"Great Falls - Mt"
"US"|"US30015"|"US065"|"Great Falls - Mt"
"US"|"US30017"|"US018"|"Billings - Mt"
"US"|"US30019"|"US018"|"Billings - Mt"
"US"|"US30021"|"US018"|"Billings - Mt"
"US"|"US30023"|"US073"|"Helena - Mt"
"US"|"US30025"|"US018"|"Billings - Mt"
"US"|"US30027"|"US018"|"Billings - Mt"
"US"|"US30029"|"US111"|"Missoula - Mt"
"US"|"US30031"|"US073"|"Helena - Mt"
"US"|"US30033"|"US018"|"Billings - Mt"
"US"|"US30035"|"US065"|"Great Falls - Mt"
"US"|"US30037"|"US018"|"Billings - Mt"
"US"|"US30039"|"US073"|"Helena - Mt"
"US"|"US30041"|"US065"|"Great Falls - Mt"
"US"|"US30043"|"US073"|"Helena - Mt"
"US"|"US30045"|"US018"|"Billings - Mt"
"US"|"US30047"|"US111"|"Missoula - Mt"
"US"|"US30049"|"US073"|"Helena - Mt"
"US"|"US30051"|"US065"|"Great Falls - Mt"
"US"|"US30053"|"US111"|"Missoula - Mt"
"US"|"US30055"|"US018"|"Billings - Mt"
"US"|"US30057"|"US073"|"Helena - Mt"
"US"|"US30059"|"US073"|"Helena - Mt"
"US"|"US30061"|"US111"|"Missoula - Mt"
"US"|"US30063"|"US111"|"Missoula - Mt"
"US"|"US30065"|"US018"|"Billings - Mt"
"US"|"US30067"|"US073"|"Helena - Mt"
"US"|"US30069"|"US018"|"Billings - Mt"
"US"|"US30071"|"US065"|"Great Falls - Mt"
"US"|"US30073"|"US065"|"Great Falls - Mt"
"US"|"US30075"|"US018"|"Billings - Mt"
"US"|"US30077"|"US073"|"Helena - Mt"
"US"|"US30079"|"US018"|"Billings - Mt"
"US"|"US30081"|"US111"|"Missoula - Mt"
"US"|"US30083"|"US018"|"Billings - Mt"
"US"|"US30085"|"US018"|"Billings - Mt"
"US"|"US30087"|"US018"|"Billings - Mt"
"US"|"US30089"|"US111"|"Missoula - Mt"
"US"|"US30091"|"US018"|"Billings - Mt"
"US"|"US30093"|"US073"|"Helena - Mt"
"US"|"US30095"|"US018"|"Billings - Mt"
"US"|"US30097"|"US018"|"Billings - Mt"
"US"|"US30099"|"US065"|"Great Falls - Mt"
"US"|"US30101"|"US065"|"Great Falls - Mt"
"US"|"US30103"|"US018"|"Billings - Mt"
"US"|"US30105"|"US018"|"Billings - Mt"
"US"|"US30107"|"US073"|"Helena - Mt"
"US"|"US30109"|"US018"|"Billings - Mt"
"US"|"US30111"|"US018"|"Billings - Mt"
"US"|"US31001"|"US085"|"Kearney - Ne"
"US"|"US31003"|"US154"|"Sioux City-Vermillion - Ia-Ne-Sd"
"US"|"US31005"|"US085"|"Kearney - Ne"
"US"|"US31007"|"US150"|"Scotts Bluff - Ne"
"US"|"US31009"|"US085"|"Kearney - Ne"
"US"|"US31011"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31013"|"US150"|"Scotts Bluff - Ne"
"US"|"US31015"|"US154"|"Sioux City-Vermillion - Ia-Ne-Sd"
"US"|"US31017"|"US134"|"Rapid City - Sd"
"US"|"US31019"|"US085"|"Kearney - Ne"
"US"|"US31021"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31023"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31025"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31027"|"US154"|"Sioux City-Vermillion - Ia-Ne-Sd"
"US"|"US31029"|"US085"|"Kearney - Ne"
"US"|"US31031"|"US134"|"Rapid City - Sd"
"US"|"US31033"|"US150"|"Scotts Bluff - Ne"
"US"|"US31035"|"US085"|"Kearney - Ne"
"US"|"US31037"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31039"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31041"|"US085"|"Kearney - Ne"
"US"|"US31043"|"US154"|"Sioux City-Vermillion - Ia-Ne-Sd"
"US"|"US31045"|"US134"|"Rapid City - Sd"
"US"|"US31047"|"US085"|"Kearney - Ne"
"US"|"US31049"|"US150"|"Scotts Bluff - Ne"
"US"|"US31051"|"US154"|"Sioux City-Vermillion - Ia-Ne-Sd"
"US"|"US31053"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31055"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31057"|"US085"|"Kearney - Ne"
"US"|"US31059"|"US095"|"Lincoln - Ne"
"US"|"US31061"|"US085"|"Kearney - Ne"
"US"|"US31063"|"US085"|"Kearney - Ne"
"US"|"US31065"|"US085"|"Kearney - Ne"
"US"|"US31067"|"US095"|"Lincoln - Ne"
"US"|"US31069"|"US150"|"Scotts Bluff - Ne"
"US"|"US31071"|"US085"|"Kearney - Ne"
"US"|"US31073"|"US085"|"Kearney - Ne"
"US"|"US31075"|"US134"|"Rapid City - Sd"
"US"|"US31077"|"US085"|"Kearney - Ne"
"US"|"US31079"|"US085"|"Kearney - Ne"
"US"|"US31081"|"US085"|"Kearney - Ne"
"US"|"US31083"|"US085"|"Kearney - Ne"
"US"|"US31085"|"US085"|"Kearney - Ne"
"US"|"US31087"|"US085"|"Kearney - Ne"
"US"|"US31089"|"US154"|"Sioux City-Vermillion - Ia-Ne-Sd"
"US"|"US31091"|"US085"|"Kearney - Ne"
"US"|"US31093"|"US085"|"Kearney - Ne"
"US"|"US31095"|"US095"|"Lincoln - Ne"
"US"|"US31097"|"US095"|"Lincoln - Ne"
"US"|"US31099"|"US085"|"Kearney - Ne"
"US"|"US31101"|"US085"|"Kearney - Ne"
"US"|"US31103"|"US134"|"Rapid City - Sd"
"US"|"US31105"|"US150"|"Scotts Bluff - Ne"
"US"|"US31107"|"US154"|"Sioux City-Vermillion - Ia-Ne-Sd"
"US"|"US31109"|"US095"|"Lincoln - Ne"
"US"|"US31111"|"US085"|"Kearney - Ne"
"US"|"US31113"|"US085"|"Kearney - Ne"
"US"|"US31115"|"US085"|"Kearney - Ne"
"US"|"US31117"|"US085"|"Kearney - Ne"
"US"|"US31119"|"US154"|"Sioux City-Vermillion - Ia-Ne-Sd"
"US"|"US31121"|"US085"|"Kearney - Ne"
"US"|"US31123"|"US150"|"Scotts Bluff - Ne"
"US"|"US31125"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31127"|"US095"|"Lincoln - Ne"
"US"|"US31129"|"US085"|"Kearney - Ne"
"US"|"US31131"|"US095"|"Lincoln - Ne"
"US"|"US31133"|"US095"|"Lincoln - Ne"
"US"|"US31135"|"US085"|"Kearney - Ne"
"US"|"US31137"|"US085"|"Kearney - Ne"
"US"|"US31139"|"US154"|"Sioux City-Vermillion - Ia-Ne-Sd"
"US"|"US31141"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31143"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31145"|"US085"|"Kearney - Ne"
"US"|"US31147"|"US095"|"Lincoln - Ne"
"US"|"US31149"|"US134"|"Rapid City - Sd"
"US"|"US31151"|"US095"|"Lincoln - Ne"
"US"|"US31153"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31155"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31157"|"US150"|"Scotts Bluff - Ne"
"US"|"US31159"|"US095"|"Lincoln - Ne"
"US"|"US31161"|"US150"|"Scotts Bluff - Ne"
"US"|"US31163"|"US085"|"Kearney - Ne"
"US"|"US31165"|"US150"|"Scotts Bluff - Ne"
"US"|"US31167"|"US154"|"Sioux City-Vermillion - Ia-Ne-Sd"
"US"|"US31169"|"US095"|"Lincoln - Ne"
"US"|"US31171"|"US085"|"Kearney - Ne"
"US"|"US31173"|"US154"|"Sioux City-Vermillion - Ia-Ne-Sd"
"US"|"US31175"|"US085"|"Kearney - Ne"
"US"|"US31177"|"US120"|"Omaha-Council Bluffs-Fremont - Ne-Ia"
"US"|"US31179"|"US154"|"Sioux City-Vermillion - Ia-Ne-Sd"
"US"|"US31181"|"US085"|"Kearney - Ne"
"US"|"US31183"|"US154"|"Sioux City-Vermillion - Ia-Ne-Sd"
"US"|"US31185"|"US095"|"Lincoln - Ne"
"US"|"US32001"|"US136"|"Reno-Sparks - Nv"
"US"|"US32003"|"US092"|"Las Vegas-Paradise-Pahrump - Nv"
"US"|"US32005"|"US140"|"Sacramento-Arden-Arcade-Truckee - Ca-Nv"
"US"|"US32007"|"US136"|"Reno-Sparks - Nv"
"US"|"US32009"|"US092"|"Las Vegas-Paradise-Pahrump - Nv"
"US"|"US32011"|"US136"|"Reno-Sparks - Nv"
"US"|"US32013"|"US136"|"Reno-Sparks - Nv"
"US"|"US32015"|"US136"|"Reno-Sparks - Nv"
"US"|"US32017"|"US092"|"Las Vegas-Paradise-Pahrump - Nv"
"US"|"US32019"|"US136"|"Reno-Sparks - Nv"
"US"|"US32021"|"US136"|"Reno-Sparks - Nv"
"US"|"US32023"|"US092"|"Las Vegas-Paradise-Pahrump - Nv"
"US"|"US32027"|"US136"|"Reno-Sparks - Nv"
"US"|"US32029"|"US136"|"Reno-Sparks - Nv"
"US"|"US32031"|"US136"|"Reno-Sparks - Nv"
"US"|"US32033"|"US136"|"Reno-Sparks - Nv"
"US"|"US32510"|"US136"|"Reno-Sparks - Nv"
"US"|"US33001"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US33003"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US33005"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US33007"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US33009"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US33011"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US33013"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US33015"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US33017"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US33019"|"US022"|"Boston-Worcester-Manchester - Ma-Nh"
"US"|"US34001"|"US127"|"Philadelphia-Camden-Vineland - Pa-Nj-De-Md"
"US"|"US34003"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US34005"|"US127"|"Philadelphia-Camden-Vineland - Pa-Nj-De-Md"
"US"|"US34007"|"US127"|"Philadelphia-Camden-Vineland - Pa-Nj-De-Md"
"US"|"US34009"|"US127"|"Philadelphia-Camden-Vineland - Pa-Nj-De-Md"
"US"|"US34011"|"US127"|"Philadelphia-Camden-Vineland - Pa-Nj-De-Md"
"US"|"US34013"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US34015"|"US127"|"Philadelphia-Camden-Vineland - Pa-Nj-De-Md"
"US"|"US34017"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US34019"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US34021"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US34023"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US34025"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US34027"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US34029"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US34031"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US34033"|"US127"|"Philadelphia-Camden-Vineland - Pa-Nj-De-Md"
"US"|"US34035"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US34037"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US34039"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US34041"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US35001"|"US005"|"Albuquerque - Nm"
"US"|"US35003"|"US128"|"Phoenix-Mesa-Scottsdale - Az"
"US"|"US35005"|"US107"|"Midland-Odessa - Tx"
"US"|"US35006"|"US005"|"Albuquerque - Nm"
"US"|"US35007"|"US132"|"Pueblo - Co"
"US"|"US35009"|"US007"|"Amarillo - Tx"
"US"|"US35011"|"US007"|"Amarillo - Tx"
"US"|"US35013"|"US051"|"El Paso - Tx"
"US"|"US35015"|"US107"|"Midland-Odessa - Tx"
"US"|"US35017"|"US051"|"El Paso - Tx"
"US"|"US35019"|"US147"|"Santa Fe-Espanola - Nm"
"US"|"US35021"|"US007"|"Amarillo - Tx"
"US"|"US35023"|"US128"|"Phoenix-Mesa-Scottsdale - Az"
"US"|"US35025"|"US107"|"Midland-Odessa - Tx"
"US"|"US35027"|"US051"|"El Paso - Tx"
"US"|"US35028"|"US147"|"Santa Fe-Espanola - Nm"
"US"|"US35029"|"US051"|"El Paso - Tx"
"US"|"US35031"|"US128"|"Phoenix-Mesa-Scottsdale - Az"
"US"|"US35033"|"US147"|"Santa Fe-Espanola - Nm"
"US"|"US35035"|"US051"|"El Paso - Tx"
"US"|"US35037"|"US007"|"Amarillo - Tx"
"US"|"US35039"|"US147"|"Santa Fe-Espanola - Nm"
"US"|"US35041"|"US007"|"Amarillo - Tx"
"US"|"US35043"|"US005"|"Albuquerque - Nm"
"US"|"US35045"|"US056"|"Farmington - Nm"
"US"|"US35047"|"US147"|"Santa Fe-Espanola - Nm"
"US"|"US35049"|"US147"|"Santa Fe-Espanola - Nm"
"US"|"US35051"|"US051"|"El Paso - Tx"
"US"|"US35053"|"US005"|"Albuquerque - Nm"
"US"|"US35055"|"US147"|"Santa Fe-Espanola - Nm"
"US"|"US35057"|"US005"|"Albuquerque - Nm"
"US"|"US35059"|"US007"|"Amarillo - Tx"
"US"|"US35061"|"US005"|"Albuquerque - Nm"
"US"|"US36001"|"US004"|"Albany-Schenectady-Amsterdam - Ny"
"US"|"US36003"|"US023"|"Buffalo-Niagara-Cattaraugus - Ny"
"US"|"US36005"|"US118"|"New York-Newark-Bridgeport - Ny-Nj-Ct-Pa"
"US"|"US36007"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36009"|"US023"|"Buffalo-Niagara-Cattaraugus - Ny"
"US"|"US36011"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36013"|"US023"|"Buffalo-Niagara-Cattaraugus - Ny"
"US"|"US36015"|"US139"|"Rochester-Batavia-Seneca Falls - Ny"
"US"|"US36017"|"US162"|"Syracuse-Auburn - Ny"
"US"|"US36019"|"US162"|"Syracuse-Auburn - Ny"
